name,dosage,forme,presentation,price,remboursement,dci,type,prescription_required
SPIRAZOL,"0,75 MUI/125 mg",Comprimes pellicules,B/20,4.495,3.808,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,true
SPIRIVA,18 µg,Poudre pour inhalation buccale,B/30 gélules,90.525,59.976,TIOTROPIUM,Bronchodilatateurs,true
SPIROGYL,"0,75 MUI/125 mg",Comprimes pellicules,B/20,5.74,3.808,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,true
SPIROX,3 MU,Comprimes pellicules,B/10,7.71,6.553,SPIRAMYCINE,Antibiotiques,true
SPORALIM,"1,00%",Lotion,FL/30 ml,3.245,2.754,TOLNAFTATE,Antifongiques,false
STABLON,"12,5 mg",Comprimes enrobes,B/28,24.997,21.23,TIANEPTINE,Antidépresseurs,true
STAFLOX,500 mg,Gelules,B/12,5.98,4.712,FLUCLOXACILLINE,Antibiotiques,true
STAFLOX,500 mg,Gelules,B/24,11.11,9.425,FLUCLOXACILLINE,Antibiotiques,true
STAGID,700 mg,Comprimes secables,B/30,5.89,4.998,METFORMINE,Antidiabétiques,true
STALORAL P 5 GRAMINEES Coffret Traitement (10/100/300 IR) Bt 3,300 IR/ml,Gouttes buvables,C/3FL/10 ml (300ir),179.793,139.86,POLLENS GRAMINEES -5 GRAMINEES,Autres,true
STALORAL P OLIVIER Coffret Entretien 300 IR Bt 1,300 IR/ml,Solution sublinguale,C/1FL/10 ml (300ir),153.156,120.838,POLLENS ARBRES ET ARBUSTES - OLIVIER,Autres,true
STALORAL P OLIVIER Coffret Traitement (10/100/300 IR) Bt 3,"10,100,300 IR/ml",Solution sublinguale,C/3FL/10 ml(10ou100/ou300ir),179.793,141.854,POLLENS ARBRES ET ARBUSTES - OLIVIER,Autres,true
STATINOR,10 mg,Comprimes pellicules,B/30,26.045,12.47,ATORVASTATINE,Autres,true
STATINOR,10 mg,Comprimes pellicules,B/60,33.895,24.939,ATORVASTATINE,Autres,true
STATINOR,10 mg,Comprimes pellicules,B/90,48.3,37.408,ATORVASTATINE,Autres,true
STELAR,10 mg,Granules pour suspension buvable,B/14 sachets,10.915,9.163,ESOMEPRAZOLE,Antiacides,false
STELAR,10 mg,Granules pour suspension buvable,B/28,21.56,18.326,ESOMEPRAZOLE,Antiacides,false
STELAR,20 mg,Gelules gastroresistantes,B/7,4.83,3.641,ESOMEPRAZOLE,Antiacides,false
STELAR,40 mg,Gelules gastroresistantes,B/7,9.735,4.343,ESOMEPRAZOLE,Antiacides,false
STEROGYL,"0,05%",Gouttes buvables,FL/20 ml,3.025,2.567,ERGOCALCIFEROL,Vitamines et compléments alimentaires,false
STEZA,10 mg,Comprimes secables,B/30,7.62,1.402,HYDROCORTISONE,Corticoïdes,true
STOPALGIC,1000 mg,Comprimes secables,B/8,2.68,1.986,PARACETAMOL,Analgésiques (antidouleurs),false
STOPALGIC,500 mg,Comprimes secables,B/20,1.82,0.85,PARACETAMOL,Analgésiques (antidouleurs),false
STOPALGIC CODEINE 300/25,300 mg/25 mg,Comprimes,B/16,3.15,2.326,CODEINE+PARACETAMOL,Analgésiques (antidouleurs),true
STOPALGIC EXTRA,500 mg/65 mg,Comprimes pellicules,B/14,2.46,1.559,PARACETAMOL+CAFEINE,Analgésiques (antidouleurs),false
SUCRAZIDE,5 mg,Comprimes secables,B/30,2.338,1.964,GLIPIZIDE,Antidiabétiques,true
SULFAGUANIDINE,500 mg,Comprimes,B/20,2.04,0.816,SULFAGUANIDINE,Antidiarrhéiques,false
SULFATRIM,400 mg/80 mg,Comprimes secables,B/20,4.83,2.193,COTRIMOXAZOLE,Antibiotiques,true
SULPIRIL,"0,50%",Solution buvable,FL/200 ml,3.56,2.38,SULPIRIDE,Antipsychotiques,true
SULPIRIL,50 mg,Gelules,B/30,4.32,3.647,SULPIRIDE,Antipsychotiques,true
SUPERSTAT,5 mg,Comprimes pellicules,B/30,18.895,11.628,ROSUVASTATINE,Autres,true
SUPRADOL,"325 mg/37,5 mg",Comprimes,B/20,8.49,3.808,TRAMADOL + PARACETAMOL,Analgésiques (antidouleurs),false
SUPRADOL,"37,5 mg/325 mg",Gelules,B/16,8.18,3.046,TRAMADOL + PARACETAMOL,Analgésiques (antidouleurs),false
SUPRASONE,"0,05%",Creme dermique,T/15 g,4.055,2.372,BETAMETHASONE,Corticoïdes,false
SUPRASONE,"0,05%",Lotion,FL/30 g,4.635,1.53,BETAMETHASONE,Corticoïdes,false
SUPRASONE,"0,05%",Pommade dermique,T/15 g,4.21,2.461,BETAMETHASONE,Corticoïdes,false
SUPRASTENE,"0,5 mg/ml",Gouttes buvables,FL/30 ml,6.13,4.386,BETAMETHASONE,Corticoïdes,true
SURANIL,10 mg,Comprimes secables,B/60,15.78,2.805,HYDROCORTISONE,Corticoïdes,true
SURGAM,200 mg,Comprimes secables,B/20,11.035,5.644,ACIDE TIAPROFENIQUE,Anti-inflammatoires,true
SURMONTIL,25 mg,Comprimes,B/50,3.135,2.635,TRIMIPRAMINE,Antidépresseurs,true
SYBROL,25 µg,Suspension pour inhalation,FL/120 doses,32.32,27.438,SALMETEROL,Bronchodilatateurs,true
SYBROL,25 µg,Suspension pour inhalation,FL/60 doses,17.53,13.719,SALMETEROL,Bronchodilatateurs,true
SYMBICORT TURBUHALER,100 µg/6 µg,Poudre pour inhalation buccale,FL/120 doses,59.627,50.592,BUDESONIDE+FORMOTEROL,Bronchodilatateurs,true
SYMBICORT TURBUHALER,200 µg/6 µg,Poudre pour inhalation buccale,FL/120 doses,76.594,65.076,BUDESONIDE+FORMOTEROL,Bronchodilatateurs,true
SYMBICORT TURBUHALER,400 µg/12 µg,Poudre pour inhalation buccale,FL/60 doses,91.865,39.831,BUDESONIDE+FORMOTEROL,Bronchodilatateurs,true
SYNALVIC,"37,5 mg/325 mg",Comprimes pellicules,B/20,4.92,3.808,TRAMADOL + PARACETAMOL,Analgésiques (antidouleurs),false
T 12/8,"30,50%",Gouttes buvables,FL/20 ml,2.58,1.032,HEPTAMINOL,Autres,true
TAHOR,10 mg,Comprimes pellicules,B/28,32.55,11.638,ATORVASTATINE,Autres,true
TAHOR,10 mg,Comprimes pellicules,B/91,94.12,37.824,ATORVASTATINE,Autres,true
TALLIS,"1,00%",Creme dermique,T/15 g,6.405,5.444,TERBINAFINE,Antifongiques,false
TALLIS,"1,00%",Solution pour application cutanee,FL/30 ml,10.365,8.798,TERBINAFINE,Antifongiques,false
TALLIS,"1,00%",Spray solution,FL/15 ml,7.65,4.399,TERBINAFINE,Antifongiques,false
TALLIS,250 mg,Comprimes secables,B/14,24.74,18.469,TERBINAFINE,Antifongiques,false
TALLIS,250 mg,Comprimes secables,B/28,46.74,36.938,TERBINAFINE,Antifongiques,false
TALLIS,250 mg,Comprimes secables,B/42,70.97,55.406,TERBINAFINE,Antifongiques,false
TAMIFEN,10 mg,Comprimes secables,B/30,13.585,13.56,TAMOXIFENE,Anticancéreux,true
TAMIFEN,20 mg,Comprimes,B/30,19.981,19.98,TAMOXIFENE,Anticancéreux,true
TAMIZOL,250 mg,Comprimes pellicules,B/20,3.64,2.312,METRONIDAZOLE,Antibiotiques,true
TAMIZOL,"4,00%",Suspension buvable,FL/125 ml,6.04,4.462,METRONIDAZOLE,Antibiotiques,true
TANAKAN,"4,00%",Gouttes buvables,FL/30 ml,11.96,2.292,GINKGO BILOBA,Autres,true
TANAKAN,40 mg,Comprimes enrobes,B/30,10.05,2.532,GINKGO BILOBA,Autres,true
TANAKAN,40 mg,Comprimes enrobes,B/90,27.63,7.596,GINKGO BILOBA,Autres,true
TANIDINA,150 mg,Comprimes,B/20,11.04,9.384,RANITIDINE,Antiacides,false
TARDIPEN,"0,6 MUI",Pdre p.prep.injectable,B/1 FL + solv/2 ml,1.795,1.398,BENZATHINE BENZYLPENICILLINE,Antibiotiques,true
TARDIPEN,"1,2 MUI",Pdre p.prep.injectable,B/1 FL + solv/4 ml,2.155,1.832,BENZATHINE BENZYLPENICILLINE,Antibiotiques,true
TARDYFERON,80 mg,Comprimes pellicules,B/100,15.82,13.43,FER,Vitamines et compléments alimentaires,false
TARDYFERON,80 mg,Comprimes pellicules,B/30,8.36,4.029,FER,Vitamines et compléments alimentaires,false
TARDYFERON B9,50 mg,Comprimes pellicules,B/105,6.685,2.881,FER+ACIDE FOLIQUE,Vitamines et compléments alimentaires,false
TARDYFERON B9,50 mg,Comprimes pellicules,B/30,6.685,2.881,FER+ACIDE FOLIQUE,Vitamines et compléments alimentaires,false
TARDYFERON B9,50 mg,Comprimes pellicules,B/90,12.1,8.645,FER+ACIDE FOLIQUE,Vitamines et compléments alimentaires,false
TAREG,80 mg,Comprimes pellicules,B/30,38.955,14.56,VALSARTAN,Antihypertenseurs,true
TAREG 80,80 mg,Comprimes pellicules,B/90,92.705,43.681,VALSARTAN,Antihypertenseurs,true
TAVAFLOX,500 mg,Comprimes pellicules secables,B/5,22.775,12.342,LEVOFLOXACINE,Antibiotiques,true
TAVANIC,500 mg,Comprimes pellicules,B/10,50.375,24.684,LEVOFLOXACINE,Antibiotiques,true
TAVANIC,500 mg,Comprimes pellicules,B/5,24.595,12.342,LEVOFLOXACINE,Antibiotiques,true
TAVASTOR,10 mg,Comprimes pellicules,FL/30,19.41,12.47,ATORVASTATINE,Autres,true
TAVASTOR,10 mg,Comprimes pellicules,FL/90,45.665,37.408,ATORVASTATINE,Autres,true
TAVER,200 mg,Comprimes,B/50,2.489,2.45,CARBAMAZEPINE,Anticonvulsivants,true
TEDEMA,25 mg,Comprimes pellicules,B/30,10.24,8.696,VENLAFAXINE,Antidépresseurs,true
TEDEMA,50 mg,Comprimes pellicules,B/30,14.93,12.674,VENLAFAXINE,Antidépresseurs,true
TEDEMA LP,"37,5 mg",Gelules à liberation prolongee,B/30,15.95,13.311,VENLAFAXINE,Antidépresseurs,true
TEFANYL,"0,25 mg/ml",Collyre,FL/5 ml,13.187,11.207,KETOTIFENE,Antihistaminiques,false
TEFANYL,1 mg,Comprimes enrobes,B/60,11.79,9.996,KETOTIFENE,Antihistaminiques,false
TEFANYL,1 mg/5 ml,Sirop,FL/150 ml,8.225,6.885,KETOTIFENE,Antihistaminiques,false
TEGRETOL,"2,00%",Suspension buvable,FL/250 ml,12.411,12.25,CARBAMAZEPINE,Anticonvulsivants,true
TEGRETOL LP,200 mg,Comprimes secables LP,B/50,15.042,15.0,CARBAMAZEPINE,Anticonvulsivants,true
TEGRETOL LP,400 mg,Comprimes à liberation prolongee,B/30,17.072,17.07,CARBAMAZEPINE,Anticonvulsivants,true
TELEBRIX 35,"35,00%",Solution injectable,FL/100 ml,67.839,56.015,ACIDE IOXITALAMIQUE,Autres,true
TELEBRIX 35,"35,00%",Solution injectable,FL/200 ml,131.452,111.734,ACIDE IOXITALAMIQUE,Autres,true
TELEBRIX 35,"35,00%",Solution injectable,FL/50 ml,39.604,28.008,ACIDE IOXITALAMIQUE,Autres,true
TELFAST,120 mg,Comprimes pellicules,B/15,10.085,6.503,FEXOFENADINE,Antihistaminiques,false
TELFAST,180 mg,Comprimes pellicules,B/15,10.98,6.796,FEXOFENADINE,Antihistaminiques,false
TELMYCOR,40 mg,Comprimes,B/30,25.565,19.788,TELMISARTAN,Antihypertenseurs,true
TELMYCOR,80 mg,Comprimes,B/30,28.46,19.788,TELMISARTAN,Antihypertenseurs,true
TELMYCOR PLUS,"40 mg/12,5 mg",Comprimes,B/30,25.565,21.726,TELMISARTAN + HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
TELMYCOR PLUS,"80 mg/12,5 mg",Comprimes,B/30,28.46,24.174,TELMISARTAN + HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
TELMYCOR PLUS,80 mg/25 mg,Comprimes,B/30,28.42,24.149,TELMISARTAN + HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
TELMYCOR-AM,40 mg/10 mg,Comprimes,B/30,29.285,24.888,TELMISARTAN + AMLODIPINE,Antihypertenseurs,true
TELMYCOR-AM,40 mg/5 mg,Comprimes,B/30,29.285,24.888,TELMISARTAN + AMLODIPINE,Antihypertenseurs,true
TELMYCOR-AM,80 mg/10 mg,Comprimes,B/30,33.395,28.382,TELMISARTAN + AMLODIPINE,Antihypertenseurs,true
TELMYCOR-AM,80 mg/5 mg,Comprimes,B/30,33.395,28.382,TELMISARTAN + AMLODIPINE,Antihypertenseurs,true
TEMESTA,1 mg,Comprimes secables,B/30,3.381,1.344,LORAZEPAM,Anxiolytiques (calmants),true
TEMESTA,"2,5 mg",Comprimes secables,B/30,4.61,1.836,LORAZEPAM,Anxiolytiques (calmants),true
TENAR,"0,2 mg",Comprimes pellicules,B/30,16.865,13.719,MOXONIDINE,Antihypertenseurs,true
TENAR,"0,4 mg",Comprimes pellicules,B/30,29.94,25.449,MOXONIDINE,Antihypertenseurs,true
TENDINYL,"0,10%",Collyre,FL/5 ml,4.304,3.655,INDOMETACINE,Anti-inflammatoires,false
TENDINYL,100 mg,Suppositoires,B/10,4.18,2.695,INDOMETACINE,Anti-inflammatoires,true
TENDINYL,25 mg,Gelules,B/30,3.73,3.162,INDOMETACINE,Anti-inflammatoires,false
TENDINYL,50 mg,Suppositoires,B/10,2.435,1.428,INDOMETACINE,Anti-inflammatoires,true
TENORETIC,"50 mg/12,5 mg",Comprimes pellicules,B/30,10.434,8.849,ATENOLOL+CHLORTALIDONE,Antihypertenseurs,true
TENORMINE,100 mg,Comprimes secables,B/28,13.15,7.997,ATENOLOL,Antihypertenseurs,true
TENSIOL,200 mg,Comprimes pellicules,B/30,5.19,4.412,ACEBUTOLOL,Antihypertenseurs,true
TENSIOL,400 mg,Comprimes pellicules,B/30,7.09,6.018,ACEBUTOLOL,Antihypertenseurs,true
TENSIOVALS 80,80 mg,Comprimes pellicules,B/30,20.885,14.56,VALSARTAN,Antihypertenseurs,true
TENSIOVALS DUO,5 mg/80 mg,Comprimes pellicules,B/30,41.995,28.356,AMLODIPINE + VALSARTAN,Antihypertenseurs,true
TENSOPRIL,25 mg,Comprimes,B/30,10.11,4.233,CAPTOPRIL,Antihypertenseurs,true
TENSYNEL,10 mg,Gelules,B/30,19.1,9.996,AMLODIPINE,Antihypertenseurs,true
TENSYNEL,5 mg,Gelules,B/30,12.675,7.14,AMLODIPINE,Antihypertenseurs,true
TERALITHE,250 mg,Comprimes secables,B/100,3.237,2.72,LITHIUM CARBONATE,Antipsychotiques,true
TERBISIL,250 mg,Comprimes secables,B/14,30.45,18.469,TERBINAFINE,Antifongiques,false
TERCYD,250 mg,Comprimes secables,B/15,33.295,19.788,TERBINAFINE,Antifongiques,false
TERCYD,250 mg,Comprimes secables,B/30,63.865,39.576,TERBINAFINE,Antifongiques,false
TETRADOX 100,100 mg,Comprimes,B/10,4.255,3.459,DOXYCYCLINE,Antibiotiques,true
TETRADOX 200,200 mg,Comprimes secables,B/10,6.865,5.831,DOXYCYCLINE,Antibiotiques,true
THERADIAM,60 mg,Comprimes secables à liberation modifiee,B/30,13.54,9.843,GLICLAZIDE,Antidiabétiques,true
THERADIAM,60 mg,Comprimes secables à liberation modifiee,B/60,23.19,19.686,GLICLAZIDE,Antidiabétiques,true
THERAPRIL,10 mg,Comprimes,B/30,34.885,29.631,PERINDOPRIL,Antihypertenseurs,true
THERAPRIL,5 mg,Comprimes secables,B/30,20.01,16.167,PERINDOPRIL,Antihypertenseurs,true
THIOBACTIN,500 mg,Comprimes enrobes,B/24,12.084,10.261,THIAMPHENICOL,Antibiotiques,true
THYRO-4,100 µg,Comprimes secables,FL/100,7.545,6.375,LEVOTHYROXINE,Hormones,false
THYROFIX,25 µg,Comprimes,B/30,2.43,1.097,LEVOTHYROXINE,Hormones,false
THYROFIX,75 µg,Comprimes,B/30,5.56,2.346,LEVOTHYROXINE,Hormones,false
THYROZOL,10 mg,Comprimes pellicules secables,B/30,8.921,7.574,THIAMAZOLE,Hormones,true
THYROZOL,5 mg,Comprimes pellicules,B/30,5.834,4.106,THIAMAZOLE,Hormones,true
THYROZOL,5 mg,Comprimes secables,B/100,16.16,13.685,THIAMAZOLE,Hormones,true
TIAGAM,100 mg,Comprimes dispersibles secables,B/30,7.0,4.258,ACIDE TIAPROFENIQUE,Anti-inflammatoires,true
TIAGAM,200 mg,Comprimes dispersibles secables,B/20,10.075,5.644,ACIDE TIAPROFENIQUE,Anti-inflammatoires,true
TIAPRAM,100 mg,Comprimes secables,B/30,5.015,4.258,ACIDE TIAPROFENIQUE,Anti-inflammatoires,true
TIAPRIDAL,100 mg,Comprimes secables,B/20,5.438,4.607,TIAPRIDE,Antispasmodiques,false
TIAPRIDAL,100 mg,Solution injectable,B/12/2 ml,5.018,4.264,TIAPRIDE,Antispasmodiques,false
TILDIEM,60 mg,Comprimes,B/30,7.025,5.967,DILTIAZEM,Antihypertenseurs,true
TILL,"0,30%",Solution externe,FL/200 ml,4.445,1.76,TRICLOSAN,Autres,true
TIMOPROST 3M,50 µg/5 mg,Collyre,FL/2.5 ml,26.415,22.453,LATANOPROST + TIMOLOL,Autres,true
TINASIL,250 mg,Comprimes,B/10,25.02,13.192,TERBINAFINE,Antifongiques,false
TIORFAN,100 mg,Gelules,B/20,19.145,7.656,RACECADOTRIL,Antidiarrhéiques,false
TIORFAN ENFANT,30 mg,Poudre pour solution orale,B/30 sachets,18.74,4.812,RACECADOTRIL,Antidiarrhéiques,false
TIORFAN NOURRISSON,10 mg,Poudre pour solution orale,B/16 sachets,18.74,4.659,RACECADOTRIL,Antidiarrhéiques,false
TIORTEC ENFANT,30 mg,Poudre pour solution orale,B/30,13.63,4.812,RACECADOTRIL,Antidiarrhéiques,false
TIORTEC NOURRISSONS,10 mg,Poudre pour solution orale,B/16,13.63,4.659,RACECADOTRIL,Antidiarrhéiques,false
TITANOREINE,300 mg,Suppositoires,B/12,5.5,2.198,CARRAGHENATES+ZINC SULFATE,Anti-inflammatoires,true
TOBRA SP,"0,30%",Collyre,FL/5 ml,3.63,3.085,TOBRAMYCINE,Antibiotiques,true
TOBRACOL,"0,30%",Collyre,FL/5 ml,3.63,3.085,TOBRAMYCINE,Antibiotiques,true
TOBRACOL 3M,"0,30%",Collyre,FL/5 ml,3.63,3.085,TOBRAMYCINE,Antibiotiques,true
TOBRACORT,"0,1%/0,3%",Collyre,FL/5 ml,4.39,3.731,DEXAMETHASONE+TOBRAMYCINE,Corticoïdes,false
TOBRACORT 3M,15 mg/5 ml,Collyre,FL/5 ml,4.39,3.731,DEXAMETHASONE+TOBRAMYCINE,Corticoïdes,false
TOBRADEX,100 mg/300 mg,Collyre,FL/5 ml,5.41,3.731,DEXAMETHASONE+TOBRAMYCINE,Corticoïdes,false
TOBRADEX,100 mg/300 mg,Pommade ophtalmique,T/3.5 g,6.395,5.436,DEXAMETHASONE+TOBRAMYCINE,Corticoïdes,false
TOBREX,"0,30%",Collyre,FL/5 ml,3.94,3.085,TOBRAMYCINE,Antibiotiques,true
TOMYCOSE,"1,00%",Lotion,FL/25 ml,5.475,2.295,TOLNAFTATE,Antifongiques,false
TONUCAL,500 mg,Comprimes à croquer,B/30,4.76,3.239,CALCIUM,Vitamines et compléments alimentaires,false
TORENTAL,400 mg,Comprimes à liberation prolongee,B/20,10.89,3.104,PENTOXYFYLLINE,Autres,true
TORVA,10 mg,Comprimes pellicules,B/30,15.67,12.47,ATORVASTATINE,Autres,true
TORVA,10 mg,Comprimes pellicules,B/90,47.08,37.408,ATORVASTATINE,Autres,true
TOUJEO SOLOSTAR,300 UI/ml,Solution injectable,3 stylos/1.5 ml,154.09,154.09,INSULINE ANALOGUE : GLARGINE,Antidiabétiques,true
TRAMADIS,50 mg,Gelules,B/10,4.64,2.678,TRAMADOL,Analgésiques (antidouleurs),false
TRAMAL,50 mg,Gelules,B/10,5.34,2.678,TRAMADOL,Analgésiques (antidouleurs),true
TRANXENE,10 mg,Gelules,B/30,3.392,1.356,CLORAZEPATE DIPOTASSIQUE,Anxiolytiques (calmants),true
TRAVATAN,40 µg/ml,Collyre,FL/2.5 ml,31.268,26.578,TRAVOPROST,Autres,true
TRIATEC,10 mg,Comprimes secables,B/28,28.53,19.683,RAMIPRIL,Antihypertenseurs,true
TRIATEC,10 mg,Comprimes secables,B/30,48.28,21.088,RAMIPRIL,Antihypertenseurs,true
TRIATEC,"2,5 mg",Comprimes secables,B/28,19.01,15.47,RAMIPRIL,Antihypertenseurs,true
TRIATEC,"2,5 mg",Comprimes secables,B/30,34.03,16.575,RAMIPRIL,Antihypertenseurs,true
TRIATEC,5 mg,Comprimes secables,B/28,22.98,14.209,RAMIPRIL,Antihypertenseurs,true
TRIATEC,5 mg,Comprimes secables,B/30,42.79,15.223,RAMIPRIL,Antihypertenseurs,true
TRICLOBACTER,"1,00%",Solution externe,FL/200 ml,3.885,1.12,TRICHLOCARBAN,Autres,true
TRICLOBACTER,"1,00%",Solution externe,FL/400 ml,5.85,2.24,TRICHLOCARBAN,Autres,true
TRICLOSAN,"1,00%",Poudre à usage externe,FL/80 g,3.2,1.28,TRICHLOCARBAN,Autres,true
TRIMAX 500,500 mg,Comprimes pellicules secables,B/3,11.63,6.74,AZITHROMYCINE,Antibiotiques,true
TRIMAX UNO,500 mg,Comprimes pellicules secables,B/2,6.385,4.493,AZITHROMYCINE,Antibiotiques,true
TRIMEDINE,100 mg,Gelules,B/30,4.58,1.764,TRIMEBUTINE,Antispasmodiques,false
TRIMEGAM,100 mg,Comprimes,B/30,4.43,1.764,TRIMEBUTINE,Antispasmodiques,false
TRIPAKINE LP SAIPH,500 mg,Comprimes pellicules lp,B/30,15.59,15.57,VALPROATE DE SODIUM + ACIDE VALPROIQUE,Anticonvulsivants,true
TRIPLIXAM,"10 mg/2,5 mg/10 mg",Comprimes pellicules,B/30,64.24,54.596,PERINDOPRIL+INDAPAMIDE+AMLODIPINE,Antihypertenseurs,true
TRIPLIXAM,"10 mg/2,5 mg/5 mg",Comprimes pellicules,B/30,59.816,50.822,PERINDOPRIL+INDAPAMIDE+AMLODIPINE,Antihypertenseurs,true
TRIPLIXAM,"5 mg/1,25 mg/10 mg",Comprimes pellicules,B/30,49.119,41.744,PERINDOPRIL+INDAPAMIDE+AMLODIPINE,Antihypertenseurs,true
TRIPLIXAM,"5 mg/1,25 mg/5 mg",Comprimes pellicules,B/30,46.067,39.143,PERINDOPRIL+INDAPAMIDE+AMLODIPINE,Antihypertenseurs,true
TRITAZIDE,"10 mg/12,5 mg",Comprimes secables,B/30,50.32,25.424,RAMIPRIL+HYDROCHLOROTHIZIDE,Antihypertenseurs,true
TRITAZIDE,10 mg/25 mg,Comprimes secables,B/30,50.32,25.424,RAMIPRIL+HYDROCHLOROTHIZIDE,Antihypertenseurs,true
TRITAZIDE,5 mg/25 mg,Comprimes secables,B/28,41.14,15.827,RAMIPRIL+HYDROCHLOROTHIZIDE,Antihypertenseurs,true
TRIVASTAL LP,50 mg,Comprimes à liberation prolongee,B/30,10.045,4.008,PIRIBEDIL,Autres,true
TUNOLOL,"0,25%",Collyre,B/15 ophtads/0.45 ml,5.225,4.437,TIMOLOL,Antihypertenseurs,true
TUNOLOL,"0,25%",Collyre,FL/5 ml,3.12,2.652,TIMOLOL,Antihypertenseurs,true
TUNOLOL,"0,50%",Collyre,B/15 ophtads/0.45 ml,6.94,5.89,TIMOLOL,Antihypertenseurs,true
TUNOLOL,"0,50%",Collyre,FL/5 ml,3.17,2.694,TIMOLOL,Antihypertenseurs,true
TWYNSTA,40 mg/10 mg,Comprimes,B/28,41.73,23.229,TELMISARTAN + AMLODIPINE,Antihypertenseurs,true
TWYNSTA,40 mg/5 mg,Comprimes,B/28,41.73,23.229,TELMISARTAN + AMLODIPINE,Antihypertenseurs,true
TWYNSTA,80 mg/10 mg,Comprimes,B/28,47.605,26.489,TELMISARTAN + AMLODIPINE,Antihypertenseurs,true
TWYNSTA,80 mg/5 mg,Comprimes,B/28,47.605,26.489,TELMISARTAN + AMLODIPINE,Antihypertenseurs,true
U-CEF,250 mg,Comprimes pellicules,FL/14,19.025,10.222,CEFUROXIME,Antibiotiques,true
U-CEF,500 mg,Comprimes pellicules,FL/14,32.685,27.775,CEFUROXIME,Antibiotiques,true
ULCAR,1 g,Suspension buvable,B/30 sachets,10.905,3.732,SUCRALFATE,Antiacides,false
ULCEFIX,1 g,Comprimes,B/30,8.9,3.552,SUCRALFATE,Antiacides,false
ULCEFIX,1 g,Poudre  pour solution orale,B/30,8.9,3.552,SUCRALFATE,Antiacides,false
ULDINE 10,10 mg,Comprimes,B/20,5.16,4.148,FAMOTIDINE,Antiacides,false
ULDINE 20,20 mg,Comprimes pellicules,B/30,13.92,11.246,FAMOTIDINE,Antiacides,false
ULDINE 40,40 mg,Comprimes pellicules,B/10,8.065,4.471,FAMOTIDINE,Antiacides,false
ULDINE 40,40 mg,Comprimes pellicules,B/30,19.39,13.413,FAMOTIDINE,Antiacides,false
ULTIBRO BREEZHALER,85 µg/43 µg,Poudre pour inhalation buccale,B/30 gélules + inhal,139.805,118.83,GLYCOPYRRONIUM BROMIDE + INDACATEROL,Bronchodilatateurs,true
UN-ALFA,"0,25 µg",Capsules orales,B/30,5.696,4.82,ALFACALCIDOL,Vitamines et compléments alimentaires,false
UN-ALFA,1 µg,Capsules orales,B/30,53.455,45.416,ALFACALCIDOL,Vitamines et compléments alimentaires,false
UNICAINE,"1,00%",Solution injectable,B/10/5 ml,4.96,4.088,LIDOCAINE,Anesthésiques,true
UNICAINE,"2,00%",Solution injectable,B/10/5 ml,6.12,4.624,LIDOCAINE,Anesthésiques,true
UNICROM,"2,00%",Collyre,FL/5 ml,4.19,3.562,CROMOGLYCATE DE SODIUM,Antihistaminiques,false
UNICROM,"4,00%",Collyre,FL/5 ml,5.45,4.633,CROMOGLYCATE DE SODIUM,Antihistaminiques,false
UNICROM 3M,"2,00%",Collyre,FL/5 ml,6.29,3.562,CROMOGLYCATE DE SODIUM,Antihistaminiques,false
UNICROM 3M,"4,00%",Collyre,FL/5 ml,7.18,4.633,CROMOGLYCATE DE SODIUM,Antihistaminiques,false
UNICROM OPHTADOSE,"2,00%",Collyre monodose,B/15 FL/0.35 ml,8.64,3.562,CROMOGLYCATE DE SODIUM,Antihistaminiques,false
UNIDEX,4 mg/ml,Solution injectable,B/1/1 ml,0.924,0.623,DEXAMETHASONE,Corticoïdes,true
UNIDEX,4 mg/ml,Solution injectable,B/10/1 ml,7.335,6.231,DEXAMETHASONE,Corticoïdes,true
UNIDEX FORT,8 mg/2 ml,Solution injectable,B/1/2 ml,1.45,1.063,DEXAMETHASONE,Corticoïdes,true
UNIGENTA 10,10 mg,Solution injectable,B/2/1 ml,2.08,1.766,GENTAMICINE,Antibiotiques,true
UNIGENTA 10,10 mg,Solution injectable,B/5/1 ml,5.195,4.416,GENTAMICINE,Antibiotiques,true
UNIGENTA 160,160 mg,Solution injectable,B/1 FL/2 ml,5.295,2.66,GENTAMICINE,Antibiotiques,true
UNIGENTA 160,160 mg,Solution injectable,B/1/2 ml,3.88,2.66,GENTAMICINE,Antibiotiques,true
UNIGENTA 160,160 mg,Solution injectable,B/2/2 ml,3.88,2.66,GENTAMICINE,Antibiotiques,true
UNIGENTA 20,20 mg,Solution injectable,B/2/2 ml,2.39,1.834,GENTAMICINE,Antibiotiques,true
UNIGENTA 20,20 mg,Solution injectable,B/5/2 ml,5.745,4.586,GENTAMICINE,Antibiotiques,true
UNIGENTA 40,40 mg,Solution injectable,B/2/2 ml,2.835,1.826,GENTAMICINE,Antibiotiques,true
UNIGENTA 40,40 mg,Solution injectable,B/5/2 ml,6.075,4.564,GENTAMICINE,Antibiotiques,true
UNIGENTA 80,80 mg,Solution injectable,B/2/2 ml,3.78,2.978,GENTAMICINE,Antibiotiques,true
